Latitude,Longitude
49.3656427304049643,14.2505300863795004
49.3663434735240401,14.2502647471345139
49.3653287523484536,14.2484099723310464
49.3664740334047067,14.2495224833008045
49.3664779229450446,14.2496769100700078
49.3664865037936380,14.2500521795572261
49.3664855960369025,14.2500522284374505
49.3675421035030269,14.2519833829998817
49.3676651215913935,14.2517359439660414
49.3664749700237522,14.2495593126454612
49.3664749700237522,14.2495593126454612
49.3664740334047067,14.2495224833008045
49.3658614358432217,14.2484390472819467
49.3658614358432217,14.2484390472819467
49.3664690130934645,14.2495504503597239
49.3664690130934645,14.2495504503597239
49.3664474778548552,14.2496706938396382
49.3664056630038672,14.2499073588638350
49.3664065396485086,14.2499077239166247
49.3655950940958377,14.2484245098064974
49.3656427304049643,14.2505300863795004
