Latitude,Longitude
49.3656427304049643,14.2505300863795004
49.3658389445282992,14.2531209328776320
49.3647259660363815,14.2510865568211678
49.3643233411770197,14.2512952116878058
49.3666272784050761,14.2555065012737163
49.3668916700882434,14.2555174742921871
49.3665990863115169,14.2549809620815591
49.3665990863115169,14.2549809620815591
49.3666005475651843,14.2550453286858634
49.3659305224593510,14.2556498234642515
49.3659305224593510,14.2556498234642515
49.3666559686846469,14.2569758422882558
49.3667655458289900,14.2567038350036288
49.3653816309977458,14.2541742234996160
49.3648327395361335,14.2526986235349806
49.3666770712794474,14.2560698156703403
49.3658154908578410,14.2532484312262770
49.3659011340081264,14.2527635446069532
49.3659011340081264,14.2527635446069532
49.3647432899253289,14.2506459229051465
49.3656427304049643,14.2505300863795004
