Latitude,Longitude
-77.4616569999112272,169.1839688376855122
-77.4591229050296732,169.2452282345106767
-77.4519038141773137,169.2333098407893317
-77.4528381949105835,169.2375810711311885
-77.4598935987017541,169.2492292248899162
-77.4597892750882409,169.2517856011569108
-77.4537725756438533,169.2418523014730738
-77.4533053852772184,169.2397166863021312
-77.4601948440349730,169.2510908722877900
-77.4593840090956292,169.2470236104849732
-77.4523710045439486,169.2354454559602459
-77.4508125215941448,169.2301438609795241
-77.4589781827453976,169.2436249996140418
-77.4616569999112272,169.1839688376855122
