Latitude,Longitude
-77.4616569999112272,169.1839688376855122
-77.4590738285292133,169.2369613818627272
-77.4484746877558337,169.2194626780191413
-77.4486409727617371,169.2211015119976025
-77.4590084469328701,169.2382177447192646
-77.4589430653365270,169.2394741075758020
-77.4488072577676263,169.2227403459760922
-77.4489735427735297,169.2243791799545534
-77.4588776837401696,169.2407304704323394
-77.4499807295156870,169.2287706097366424
-77.4493061127853082,169.2276568479115042
-77.4491398277794190,169.2260180139330430
-77.4588334604611362,169.2420217647174070
-77.4616569999112272,169.1839688376855122
