49.36564273, 14.25053009
49.36638801, 14.25073594
49.36648874, 14.25282524
49.36758366, 14.25227648
49.36744739, 14.252664
49.36648975, 14.25314396
49.36649076, 14.25346268
49.36753544, 14.2529391
49.3676235, 14.25321419
49.36649177, 14.2537814
49.36649228, 14.25394076
49.36766752, 14.25335174
49.3677246, 14.25353005
49.36544972, 14.25467019
49.36554981, 14.25493925
49.36781265, 14.25380514
49.36781341, 14.25412399
49.3656499, 14.25520832
49.36574998, 14.25547738
49.36775716, 14.25447141
49.3677009, 14.25481883
49.36585007, 14.25574644
49.36595015, 14.25601551
49.36764465, 14.25516625
49.36761652, 14.25533996
49.3660002, 14.25615004
49.36608019, 14.25635877
49.36644182, 14.25733095
49.36661488, 14.25718433
49.36627202, 14.25626263
49.36646386, 14.25616648
49.36678793, 14.25703771
49.36696099, 14.25689109
49.36665569, 14.25607034
49.36683786, 14.25594821
49.36684447, 14.2558194
49.36722295, 14.25568332
49.36754563, 14.25569671
49.3676884, 14.25539906
49.36639849, 14.25403506
49.36602819, 14.25318748
49.36564273, 14.25053009
