49.36564273, 14.25053009
49.36472743, 14.24807318
49.36487416, 14.24652823
49.36511624, 14.2464338
49.36487416, 14.24652823
49.36475523, 14.24662526
49.36479705, 14.24662754
49.36477749, 14.24683352
49.36438269, 14.24681197
49.36401016, 14.24699868
49.36475793, 14.24703949
49.36473836, 14.24724547
49.36363763, 14.24718539
49.3632651, 14.2473721
49.3647188, 14.24745144
49.36469924, 14.24765742
49.36289256, 14.24755881
49.36253362, 14.24774626
49.36467968, 14.24786339
49.36466012, 14.24806937
49.36263752, 14.24795897
49.36326775, 14.24820041
49.36755972, 14.24843468
49.36751085, 14.24863905
49.36403466, 14.24844932
49.36408842, 14.24865929
49.36746198, 14.24884343
49.36741311, 14.2490478
49.36414218, 14.24886927
49.36419595, 14.24907925
49.36736424, 14.24925218
49.36731537, 14.24945656
49.36424971, 14.24928923
49.36430348, 14.2494992
49.3675629, 14.24967711
49.3679687, 14.2499063
49.36435724, 14.24970918
49.364411, 14.24991916
49.36759617, 14.25009301
49.36722363, 14.25027972
49.36446477, 14.25012913
49.36451853, 14.25033911
49.3668511, 14.25046643
49.36647857, 14.25065314
49.3645723, 14.25054909
49.36462606, 14.25075907
49.36610604, 14.25083985
49.3657335, 14.25102656
49.36443434, 14.25095564
49.36409258, 14.25114403
49.36536097, 14.25121327
49.36498844, 14.25139997
49.3641712, 14.25135537
49.36424981, 14.2515667
49.36461591, 14.25158668
49.3642859, 14.25177571
49.36564273, 14.25053009
